Subject	Predicate	Object
Sensory disturbance	involved_in_disease	Hyperglycemia and hypertonic syndrome
Sensory disturbance	source	baidubaike
Sensory disturbance	involving_symptoms	Nervous
Polydipsia	involving_symptoms	Overeating
Polydipsia	involving_symptoms	Emaciation
Polydipsia	belongTo	symptom
Polydipsia	involving_symptoms	fever
Polydipsia	involved_in_disease	Hyperglycemia and hypertonic syndrome
Polydipsia	involving_symptoms	Diuresis
Intestinal carcinoid	department	General surgery
Intestinal carcinoid	belongTo	disease
Intestinal carcinoid	involving_symptoms	Alternating diarrhea and constipation
Snore	involving_symptoms	Hypoxemia
Snore	nickname	Snore
Snore	belongTo	symptom
Antibiotic toxic nephropathy	involve_checking	urinalysis
Antibiotic toxic nephropathy	medical college	Internal medicine
Antibiotic toxic nephropathy	source	medicalbaike
Antibiotic toxic nephropathy	belongTo	disease
Antibiotic toxic nephropathy	source	hudongbaike
Antibiotic toxic nephropathy	source	WikiPedia
Acute illness	involving_symptoms	Night sweat
Acute illness	involving_symptoms	Dry cough
Acute illness	involved_in_disease	Bacterial infection
Acute illness	involved_in_disease	uremic pneumonia
Acute illness	involving_symptoms	Herpes labial
Acute illness	involving_symptoms	Shortness of breath
Acute illness	involving_symptoms	Hyperthermia
Acute illness	involving_symptoms	congestion
Acute illness	involving_symptoms	fatigue
Acute illness	involving_symptoms	Continuous fever
Acute illness	belongTo	symptom
Acute illness	involving_symptoms	nausea
Transient hematuria	involve_checking	myoglobin
Transient hematuria	involved_in_disease	epidemic hemorrhagic fever
Transient hematuria	belongTo	symptom
Transient hematuria	involving_symptoms	fatigue
Transient hematuria	involve_checking	urinalysis
Transient hematuria	involving_symptoms	hematuresis and proteinuria
Transient hematuria	involved_in_disease	chronic heart failure
Transient hematuria	involving_symptoms	ulcer
Transient hematuria	involving_symptoms	Urgency of urination
Transient hematuria	involving_symptoms	Urinate blood after exercise
Transient hematuria	involved_in_disease	Acute pharyngitis
Transient hematuria	involving_symptoms	Hematuria with dysuria
Vasculitis	source	baidubaike
Vasculitis	clinic department	Vascular surgery
Vasculitis	belongTo	symptom
Vasculitis	clinic department	Surgery
Vasculitis	belongTo	disease
Vasculitis	nickname	Vasculitis
Early pregnancy reaction	source	medicalbaike
Early pregnancy reaction	source	hudongbaike
Early pregnancy reaction	belongTo	disease
Early pregnancy reaction	involve_checking	Blood gas analysis
Early pregnancy reaction	source	WikiPedia
Early pregnancy reaction	medical college	Obstetrics and Gynecology Department
Hypercortisonia	involving_symptoms	Damage caused by long-term use of glucocorticoids
Hypercortisonia	source	medicalbaike
Hypercortisonia	source	hudongbaike
Hypercortisonia	belongTo	disease
Hypercortisonia	name	Cushing's syndrome
Hypercortisonia	medical college	Internal medicine
Hypercortisonia	source	WikiPedia
Hypercortisonia	department	Endocrine Department
Hypercortisonia	involving_symptoms	Tired
Varicose veins of lower extremities	involved_in_disease	Deep vein thrombosis of lower extremity
Varicose veins of lower extremities	involving_symptoms	ulcer
Varicose veins of lower extremities	involving_symptoms	Distending pain
Varicose veins of lower extremities	involving_symptoms	Nutritional disorders
Varicose veins of lower extremities	belongTo	symptom
Varicose veins of lower extremities	involving_symptoms	Edema of lower limb
Intestinal perforation	clinic department	Surgery
Intestinal perforation	belongTo	symptom
Intestinal perforation	involving_symptoms	Sharp pain
Intestinal perforation	clinic department	Anorectal
Intestinal perforation	involved_in_disease	myocarditis
Bacterial vaginosis	belongTo	disease
Bacterial vaginosis	involving_symptoms	Bacterial infection
Bacterial vaginosis	department	Gynaecology
Idiopathic pulmonary fibrosis	department	Pediatrics
Idiopathic pulmonary fibrosis	involving_symptoms	Sitting breathing
Idiopathic pulmonary fibrosis	involving_symptoms	Dyspnea
Idiopathic pulmonary fibrosis	belongTo	disease
Halitosis	nickname	bad breath
Halitosis	involving_symptoms	Dry cough
Halitosis	belongTo	symptom
Halitosis	involving_symptoms	Chest pain
Halitosis	involving_symptoms	Loss of appetite
Halitosis	involving_symptoms	Tissue necrosis
Inhalation syndrome	involved_in_disease	uremic pneumonia
Inhalation syndrome	involving_symptoms	Cyanosis
Inhalation syndrome	involve_checking	Arterial blood gas analysis
Inhalation syndrome	involved_in_disease	fetal distress
Inhalation syndrome	involved_in_disease	Meconium aspiration syndrome
Inhalation syndrome	involving_symptoms	asphyxia
Inhalation syndrome	involved_in_disease	Lung injury
Inhalation syndrome	involving_symptoms	Hypoxemia
Inhalation syndrome	belongTo	symptom
Inhalation syndrome	involved_in_disease	Spontaneous pneumothorax
Inhalation syndrome	involving_symptoms	Three concave sign
mitral stenosis	involving_symptoms	congestion
mitral stenosis	department	Cardiac surgery
mitral stenosis	involving_symptoms	Edema with dyspnea and cyanosis
mitral stenosis	belongTo	disease
fetal distress	involve_checking	Blood gas analysis
fetal distress	high_risk	Pregnant woman
fetal distress	belongTo	symptom
fetal distress	belongTo	disease
fetal distress	involving_symptoms	Inhalation syndrome
fetal distress	clinic department	Obstetrics and Gynecology Department
fetal distress	department	Obstetrics Department
Hyperthyroidism	involving_symptoms	Chest tightness
Hyperthyroidism	involving_symptoms	Low fever
Hyperthyroidism	involving_symptoms	palpitation
Hyperthyroidism	involving_symptoms	Overeating
Hyperthyroidism	involving_symptoms	Nervous
Hyperthyroidism	involving_symptoms	Hyperthermia
Hyperthyroidism	belongTo	symptom
Hyperthyroidism	involving_symptoms	Goiter
Mercury poisoning	involving_symptoms	Hemoglobinuria
Mercury poisoning	belongTo	disease
Mercury poisoning	involving_symptoms	Sore throat
Mercury poisoning	department	Internal Medicine-Neurology
Mercury poisoning	involving_symptoms	Diabetes
Mercury poisoning	involving_symptoms	Visual impairment
Mercury poisoning	involving_symptoms	Oral pain
Edema of legs and feet	involved_in_disease	uremic pneumonia
Edema of legs and feet	involved_in_disease	Pregnancy with chronic glomerulonephritis
Edema of legs and feet	involved_in_disease	Angioneurotic edema
Edema of legs and feet	involving_symptoms	Urine protein
Edema of legs and feet	involving_symptoms	Hypoproteinemia
Edema of legs and feet	involve_checking	urinalysis
Edema of legs and feet	belongTo	symptom
Edema of legs and feet	involving_symptoms	Nervous
Edema of legs and feet	involving_symptoms	Diuresis
Edema of legs and feet	involving_symptoms	Gain weight
Pale complexion	involving_symptoms	Severe pain
Pale complexion	involved_in_disease	acute leukemia
Pale complexion	involve_checking	Arterial blood gas analysis
Pale complexion	involving_symptoms	Sharp pain
Pale complexion	belongTo	symptom
Pale complexion	involving_symptoms	Purple complexion
Pale complexion	involving_symptoms	Cyanosis
Acute Epiglottitis 	belongTo	disease
Acute Epiglottitis 	involving_symptoms	Sore throat
Acute Epiglottitis 	department	ENT & HN Surgery Department
Bronchiolitis	involving_symptoms	Dry cough in children
Bronchiolitis	department	Pediatrics
Bronchiolitis	involving_symptoms	Three concave sign
Bronchiolitis	involving_symptoms	Wheezing sound
Bronchiolitis	involving_symptoms	Vesicular sound in both lungs
Bronchiolitis	involving_symptoms	Bronchospasm
Bronchiolitis	involving_symptoms	Cold and hot all over
Bronchiolitis	belongTo	disease
Bronchiolitis	involving_symptoms	Sneeze
immunodeficiency	involved_in_disease	Primary immunodeficiency
immunodeficiency	involving_symptoms	Nutritional disorders
immunodeficiency	involved_in_disease	Acquired immunodeficiency syndrome
immunodeficiency	belongTo	symptom
Clonic tonic type	involving_symptoms	incontinence
Clonic tonic type	belongTo	symptom
Clonic tonic type	involving_symptoms	asphyxia
Clonic tonic type	involved_in_disease	Status epilepticus
Clonic tonic type	involved_in_disease	Drug keratopathy
Clonic tonic type	involving_symptoms	Chest tightness
Clonic tonic type	involve_checking	urinalysis
Clonic tonic type	involving_symptoms	Cyanosis
Lymphadenopathy	involved_in_disease	Acquired immunodeficiency syndrome
Lymphadenopathy	involved_in_disease	urticaria
Lymphadenopathy	involving_symptoms	Systemic failure
Lymphadenopathy	involving_symptoms	Furor of jugular vein
Lymphadenopathy	involving_symptoms	Hyperemia of pharynx
Lymphadenopathy	belongTo	symptom
Lymphadenopathy	involving_symptoms	Hoarseness
Lymphadenopathy	involving_symptoms	Eosinophilia
Lymphadenopathy	involve_checking	Lymphocyte count
Lymphadenopathy	involving_symptoms	Emaciation
Lymphadenopathy	clinic department	oncology department
arterial partial pressure of oxygen	involved_in_disease	Delayed metabolic acidosis of newborn
arterial partial pressure of oxygen	involved_in_disease	Poisoning by sodium pentachlorophenol
arterial partial pressure of oxygen	involved_in_disease	Knot knot of umbilical cord
arterial partial pressure of oxygen	involved_in_disease	Severe pneumonia
arterial partial pressure of oxygen	involved_in_disease	Acute mountain sickness
arterial partial pressure of oxygen	involved_in_disease	Neonatal central apnea syndrome
arterial partial pressure of oxygen	involved_in_disease	Paraquat poisoning
arterial partial pressure of oxygen	involved_in_disease	Persistent pulmonary eosinophilic infiltration
arterial partial pressure of oxygen	involved_in_disease	acute respiratory failure 
arterial partial pressure of oxygen	involved_in_disease	ASVD
arterial partial pressure of oxygen	involved_in_disease	Chronic respiratory failure
arterial partial pressure of oxygen	involved_in_disease	poisoning bronchitis
arterial partial pressure of oxygen	involved_in_disease	Scleroderma neonatorum
arterial partial pressure of oxygen	involved_in_disease	Alveolar proteinosis
arterial partial pressure of oxygen	involved_in_disease	Arteriovenous fistula
arterial partial pressure of oxygen	involved_in_disease	Idiopathic interstitial pneumonia
arterial partial pressure of oxygen	belongTo	blood-gas-analysis
arterial partial pressure of oxygen	involved_in_disease	Hepatopulmonary syndrome
arterial partial pressure of oxygen	involved_in_disease	Chronic eosinophilic pneumonia
arterial partial pressure of oxygen	involved_in_disease	Acute renal insufficiency
arterial partial pressure of oxygen	involved_in_disease	neonatal hypothermia 
arterial partial pressure of oxygen	involved_in_disease	Primary ciliary dyskinesia
arterial partial pressure of oxygen	involved_in_disease	Persistent eosinophilia
arterial partial pressure of oxygen	involved_in_disease	Chronic obstructive pulmonary disease
arterial partial pressure of oxygen	involved_in_disease	Metabolic acidosis in the late stage of neonate
arterial partial pressure of oxygen	involved_in_disease	Pulmonary edema in children
arterial partial pressure of oxygen	involved_in_disease	coalminer's pneumoconiosis 
arterial partial pressure of oxygen	involved_in_disease	Phosgene poisoning
arterial partial pressure of oxygen	involved_in_disease	Acute altitude sickness
arterial partial pressure of oxygen	involved_in_disease	Neonatal pulmonary air leak
arterial partial pressure of oxygen	involved_in_disease	Sclerosing disease of newborn
arterial partial pressure of oxygen	involved_in_disease	Pulmonary thromboembolism
arterial partial pressure of oxygen	involved_in_disease	Congenital pulmonary arteriovenous fistula
arterial partial pressure of oxygen	involved_in_disease	Severe acute respiratory syndrome
arterial partial pressure of oxygen	involved_in_disease	Nocturnal asthma
arterial partial pressure of oxygen	involved_in_disease	Chronic respiratory failure
arterial partial pressure of oxygen	involved_in_disease	Hypothermia of newborn
arterial partial pressure of oxygen	involved_in_disease	Bronchiectasis
arterial partial pressure of oxygen	involved_in_disease	HIV related respiratory infection
arterial partial pressure of oxygen	involved_in_disease	pulmonary embolism
arterial partial pressure of oxygen	involved_in_disease	congenital pleuroperitoneal foramen hernia 
arterial partial pressure of oxygen	involved_in_disease	atherosclerosis
arterial partial pressure of oxygen	involved_in_disease	Obesity and poor ventilation syndrome in children
arterial partial pressure of oxygen	involved_in_disease	Alveolar proteinosis
arterial partial pressure of oxygen	involved_in_disease	pneumothorax
arterial partial pressure of oxygen	involved_in_disease	Severe acute respiratory syndrome
arterial partial pressure of oxygen	involved_in_disease	Acute respiratory distress syndrome in the elderly
arterial partial pressure of oxygen	involved_in_disease	Neonatal apnea
arterial partial pressure of oxygen	involved_in_disease	Radiation pneumonitis
arterial partial pressure of oxygen	involved_in_disease	Shock pneumonia
Hematuria after strenuous exercise or physical labor	involving_symptoms	Waist acid
Hematuria after strenuous exercise or physical labor	involving_symptoms	palpitation
Hematuria after strenuous exercise or physical labor	involving_symptoms	anorexia
Hematuria after strenuous exercise or physical labor	involving_symptoms	congestion
Hematuria after strenuous exercise or physical labor	involving_symptoms	Infantile hematuria
Hematuria after strenuous exercise or physical labor	belongTo	symptom
Hematuria after strenuous exercise or physical labor	involving_symptoms	No urine
Hematuria after strenuous exercise or physical labor	involving_symptoms	Belching
Hematuria after strenuous exercise or physical labor	involve_checking	myoglobin
Hematuria after strenuous exercise or physical labor	involving_symptoms	Proteinuria
